title,prev,line,next,album,year,artist
Ghosteen,If I stay all night and talk,If I stay all night and talk,,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,,Jesus lying in his mother’s arms,Is a photon released from a dying star,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,Jesus lying in his mother’s arms,Is a photon released from a dying star,We move through the forest at night,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,Is a photon released from a dying star,We move through the forest at night,The sky is full of momentary light,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,We move through the forest at night,The sky is full of momentary light,Everything we need is just too far,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,The sky is full of momentary light,Everything we need is just too far,We are photons released from a dying star,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,Everything we need is just too far,We are photons released from a dying star,We are fireflies a child has trapped in a jar,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,We are photons released from a dying star,We are fireflies a child has trapped in a jar,And everything is as distant as the stars,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,We are fireflies a child has trapped in a jar,And everything is as distant as the stars,I am here and you are where you are,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,And everything is as distant as the stars,I am here and you are where you are,,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,I am here and you are where you are,,We have lived a long time here in the forest,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,,We have lived a long time here in the forest,We lie beneath the heaps of leaves,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,We have lived a long time here in the forest,We lie beneath the heaps of leaves,We are partial to this partial light,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,We lie beneath the heaps of leaves,We are partial to this partial light,We cannot sleep and fear our dreams,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,We are partial to this partial light,We cannot sleep and fear our dreams,"There is no order here, nothing can be planned",Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,We cannot sleep and fear our dreams,"There is no order here, nothing can be planned",We are fireflies trapped in a little boy’s hand,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,"There is no order here, nothing can be planned",We are fireflies trapped in a little boy’s hand,And everything is as distant as the stars,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,We are fireflies trapped in a little boy’s hand,And everything is as distant as the stars,I am here and you are where you are,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,And everything is as distant as the stars,I am here and you are where you are,,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,I am here and you are where you are,,We lie among our atoms and I speak to you of things,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,,We lie among our atoms and I speak to you of things,And hope sometimes that maybe you will understand,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,We lie among our atoms and I speak to you of things,And hope sometimes that maybe you will understand,There is no order here and there is no middle ground,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,And hope sometimes that maybe you will understand,There is no order here and there is no middle ground,Nothing can be predicted and nothing can be planned,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,There is no order here and there is no middle ground,Nothing can be predicted and nothing can be planned,A star is just the memory of a star,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,Nothing can be predicted and nothing can be planned,A star is just the memory of a star,We are fireflies pulsing dimly in the dark,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,A star is just the memory of a star,We are fireflies pulsing dimly in the dark,We are here and you are where you are,Ghosteen,2019,Nick Cave & The Bad Seeds
Fireflies,We are fireflies pulsing dimly in the dark,We are here and you are where you are,,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,,The fires continued through the night,The kid with a bat face appeared at the window,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,The fires continued through the night,The kid with a bat face appeared at the window,Then disappeared into the headlights,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,The kid with a bat face appeared at the window,Then disappeared into the headlights,,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Then disappeared into the headlights,,I was halfway to the Pacific Coast,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,,I was halfway to the Pacific Coast,I had left you in your longing,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,I was halfway to the Pacific Coast,I had left you in your longing,In your yearning like a ghost,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,I had left you in your longing,In your yearning like a ghost,,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,In your yearning like a ghost,,"There is little room for wonder, now",Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,,"There is little room for wonder, now",And little room for wildness too,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,"There is little room for wonder, now",And little room for wildness too,We crawl into our wounds,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,And little room for wildness too,We crawl into our wounds,I’m nearly all the way to Malibu,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,We crawl into our wounds,I’m nearly all the way to Malibu,,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,I’m nearly all the way to Malibu,,I’m gonna buy me a house up in the hills,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,,I’m gonna buy me a house up in the hills,With a tear-shaped pool and a gun that kills,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,I’m gonna buy me a house up in the hills,With a tear-shaped pool and a gun that kills,Cause they say there is a cougar that roams these parts,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,With a tear-shaped pool and a gun that kills,Cause they say there is a cougar that roams these parts,With a terrible engine of wrath for a heart,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Cause they say there is a cougar that roams these parts,With a terrible engine of wrath for a heart,That she is white and rare and full of all kinds of harm,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,With a terrible engine of wrath for a heart,That she is white and rare and full of all kinds of harm,And stalks the perimeter all day long,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,That she is white and rare and full of all kinds of harm,And stalks the perimeter all day long,But at night lays trembling in my arms,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,And stalks the perimeter all day long,But at night lays trembling in my arms,,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,But at night lays trembling in my arms,,And I’m just waiting now for my time to come,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,,And I’m just waiting now for my time to come,And I’m just waiting now for my time to come,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,And I’m just waiting now for my time to come,And I’m just waiting now for my time to come,And I’m just waiting now for my place in the sun,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,And I’m just waiting now for my time to come,And I’m just waiting now for my place in the sun,And I’m just waiting now for peace to come,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,And I’m just waiting now for my place in the sun,And I’m just waiting now for peace to come,,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,And I’m just waiting now for peace to come,,And I’m just waiting now for my time to come,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,,And I’m just waiting now for my time to come,And I’m just waiting now for my time to come,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,And I’m just waiting now for my time to come,And I’m just waiting now for my time to come,And we hide in our wounds,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,And I’m just waiting now for my time to come,And we hide in our wounds,And I’m nearly all the way to Malibu,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,And we hide in our wounds,And I’m nearly all the way to Malibu,And I know my time will come one day soon,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,And I’m nearly all the way to Malibu,And I know my time will come one day soon,I’m waiting for peace to come,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,And I know my time will come one day soon,I’m waiting for peace to come,I’m nearly all the way to Malibu,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,I’m waiting for peace to come,I’m nearly all the way to Malibu,"Oh babe, we’re on the run, we’re on the run",Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,I’m nearly all the way to Malibu,"Oh babe, we’re on the run, we’re on the run",Half down the Pacific Coast,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,"Oh babe, we’re on the run, we’re on the run",Half down the Pacific Coast,Well I left you sleeping like a ghost,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Half down the Pacific Coast,Well I left you sleeping like a ghost,In your wounds,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Well I left you sleeping like a ghost,In your wounds,,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,In your wounds,,Darling your dreams are your greatest part,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,,Darling your dreams are your greatest part,I carry them with me in my heart,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Darling your dreams are your greatest part,I carry them with me in my heart,Darling your dreams were your greatest part,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,I carry them with me in my heart,Darling your dreams were your greatest part,I carry them with me in my heart,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Darling your dreams were your greatest part,I carry them with me in my heart,"Somewhere, don’t know",Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,I carry them with me in my heart,"Somewhere, don’t know",,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,"Somewhere, don’t know",,Now I’m standing on the shore,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,,Now I’m standing on the shore,All the animals roam the beaches,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Now I’m standing on the shore,All the animals roam the beaches,And sea creatures rise out of the sea.,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,All the animals roam the beaches,And sea creatures rise out of the sea.,And I’m standing on the shore,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,And sea creatures rise out of the sea.,And I’m standing on the shore,Everyone begins to run,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,And I’m standing on the shore,Everyone begins to run,The kid drops his bucket and spade,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Everyone begins to run,The kid drops his bucket and spade,And climbs into the sun,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,The kid drops his bucket and spade,And climbs into the sun,,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,And climbs into the sun,,****,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,,****,,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,****,,Kisa had a baby but the baby died,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,,Kisa had a baby but the baby died,Goes to the villagers says my baby’s sick,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Kisa had a baby but the baby died,Goes to the villagers says my baby’s sick,Villagers shake their heads and say to her,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Goes to the villagers says my baby’s sick,Villagers shake their heads and say to her,Better bury your baby in the forest quick,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Villagers shake their heads and say to her,Better bury your baby in the forest quick,,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Better bury your baby in the forest quick,,"It’s a long way to find peace of mind, peace of mind",Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,,"It’s a long way to find peace of mind, peace of mind","It’s a long way to find peace of mind, peace of mind",Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,"It’s a long way to find peace of mind, peace of mind","It’s a long way to find peace of mind, peace of mind",,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,"It’s a long way to find peace of mind, peace of mind",,Kisa went to the mountain and asked the Buddha,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,,Kisa went to the mountain and asked the Buddha,"My baby’s sick! Buddha said, don’t cry",Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Kisa went to the mountain and asked the Buddha,"My baby’s sick! Buddha said, don’t cry",Go to each house and collect a mustard seed,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,"My baby’s sick! Buddha said, don’t cry",Go to each house and collect a mustard seed,But only from a house where no one’s died,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Go to each house and collect a mustard seed,But only from a house where no one’s died,,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,But only from a house where no one’s died,,Kisa went to each house in the village,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,,Kisa went to each house in the village,"My baby’s getting sicker, poor Kisa cried",Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Kisa went to each house in the village,"My baby’s getting sicker, poor Kisa cried",But Kisa never collected one mustard seed,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,"My baby’s getting sicker, poor Kisa cried",But Kisa never collected one mustard seed,Because in every house someone had died,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,But Kisa never collected one mustard seed,Because in every house someone had died,,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Because in every house someone had died,,Kisa sat down in the old village square,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,,Kisa sat down in the old village square,She hugged her baby and cried and cried,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Kisa sat down in the old village square,She hugged her baby and cried and cried,She said everybody is always losing somebody,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,She hugged her baby and cried and cried,She said everybody is always losing somebody,Then walked into the forest and buried her child,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,She said everybody is always losing somebody,Then walked into the forest and buried her child,,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Then walked into the forest and buried her child,,Everybody’s losing someone,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,,Everybody’s losing someone,Everybody’s losing someone,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Everybody’s losing someone,Everybody’s losing someone,"It’s a long way to find peace of mind, peace of mind",Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,Everybody’s losing someone,"It’s a long way to find peace of mind, peace of mind","It’s a long way to find peace of mind, peace of mind",Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,"It’s a long way to find peace of mind, peace of mind","It’s a long way to find peace of mind, peace of mind",And I’m just waiting now for my time to come,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,"It’s a long way to find peace of mind, peace of mind",And I’m just waiting now for my time to come,And I’m just waiting now for peace to come,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,And I’m just waiting now for my time to come,And I’m just waiting now for peace to come,For peace to come,Ghosteen,2019,Nick Cave & The Bad Seeds
Hollywood,And I’m just waiting now for peace to come,For peace to come,,Ghosteen,2019,Nick Cave & The Bad Seeds
Hand of God,,There are some people trying to find out who,There are some people trying to find out why,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,There are some people trying to find out who,There are some people trying to find out why,There are some people aren’t trying to find anything,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,There are some people trying to find out why,There are some people aren’t trying to find anything,But that kingdom in the sky,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,There are some people aren’t trying to find anything,But that kingdom in the sky,In the sky,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,But that kingdom in the sky,In the sky,,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,In the sky,,I’m going to the river,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,,I’m going to the river,Where the current rushes by,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,I’m going to the river,Where the current rushes by,I’m going to the river,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Where the current rushes by,I’m going to the river,Where the current rushes by,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,I’m going to the river,Where the current rushes by,I’m gonna swim to the middle,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Where the current rushes by,I’m gonna swim to the middle,Where the water is real high,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,I’m gonna swim to the middle,Where the water is real high,,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Where the water is real high,,Hand of God,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,,Hand of God,Coming from the sky,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Hand of God,Coming from the sky,Hand of God,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Coming from the sky,Hand of God,Coming from the sky,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Hand of God,Coming from the sky,Gonna swim to the middle,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Coming from the sky,Gonna swim to the middle,Stay out there for a while,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Gonna swim to the middle,Stay out there for a while,Way down low,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Stay out there for a while,Way down low,Way down low,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Way down low,Way down low,Let the river cast its spell,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Way down low,Let the river cast its spell,Let the river cast its spell,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Let the river cast its spell,Let the river cast its spell,On me,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Let the river cast its spell,On me,,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,On me,,Singing boy sitting on the bridge,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,,Singing boy sitting on the bridge,Singing boy sitting on the bridge,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Singing boy sitting on the bridge,Singing boy sitting on the bridge,Throwing pennies off the edge,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Singing boy sitting on the bridge,Throwing pennies off the edge,Peasants working in the fields,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Throwing pennies off the edge,Peasants working in the fields,Keep their heads way down low,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Peasants working in the fields,Keep their heads way down low,Way down low,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Keep their heads way down low,Way down low,Don’t want to let on what they know,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Way down low,Don’t want to let on what they know,Way down low,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Don’t want to let on what they know,Way down low,Way down low,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Way down low,Way down low,Grab those pennies,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Way down low,Grab those pennies,"Count them, ten",Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Grab those pennies,"Count them, ten",Grab those pennies,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,"Count them, ten",Grab those pennies,"Count them, ten",Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Grab those pennies,"Count them, ten",Hand of God,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,"Count them, ten",Hand of God,Never come back up again,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Hand of God,Never come back up again,Let the river cast its spell,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Never come back up again,Let the river cast its spell,On me,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Let the river cast its spell,On me,,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,On me,,You’re a body of water,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,,You’re a body of water,Flowing across the bed,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,You’re a body of water,Flowing across the bed,You’re a body of water,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Flowing across the bed,You’re a body of water,Spread across the hotel bed,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,You’re a body of water,Spread across the hotel bed,Gonna swim to the middle,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Spread across the hotel bed,Gonna swim to the middle,Never come up again,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Gonna swim to the middle,Never come up again,Let the river cast its spell,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Never come up again,Let the river cast its spell,Let the river cast its spell,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Let the river cast its spell,Let the river cast its spell,On me,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Let the river cast its spell,On me,,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,On me,,Going to the river,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,,Going to the river,Where the current rushes by,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Going to the river,Where the current rushes by,Going to the river,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Where the current rushes by,Going to the river,Where the current rushes by,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Going to the river,Where the current rushes by,Gonna swim to the middle,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Where the current rushes by,Gonna swim to the middle,Stay out there a while,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Gonna swim to the middle,Stay out there a while,Let the river cast its spell,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Stay out there a while,Let the river cast its spell,On me,Carnage,2021,Nick Cave & Warren Ellis
Hand of God,Let the river cast its spell,On me,,Carnage,2021,Nick Cave & Warren Ellis
Old Time,,Wide black trees and a field of frost,Birds fly low and you and me and the car are lost,Carnage,2021,Nick Cave & Warren Ellis
Old Time,Wide black trees and a field of frost,Birds fly low and you and me and the car are lost,We took a wrong turn somewhere,Carnage,2021,Nick Cave & Warren Ellis
Old Time,Birds fly low and you and me and the car are lost,We took a wrong turn somewhere,Into the old time,Carnage,2021,Nick Cave & Warren Ellis
Old Time,We took a wrong turn somewhere,Into the old time,"Into the old time, for sure",Carnage,2021,Nick Cave & Warren Ellis
Old Time,Into the old time,"Into the old time, for sure",,Carnage,2021,Nick Cave & Warren Ellis
Old Time,"Into the old time, for sure",,The trees are black and history,Carnage,2021,Nick Cave & Warren Ellis
Old Time,,The trees are black and history,Has dragged us down to our knees,Carnage,2021,Nick Cave & Warren Ellis
Old Time,The trees are black and history,Has dragged us down to our knees,Into a cold time,Carnage,2021,Nick Cave & Warren Ellis
Old Time,Has dragged us down to our knees,Into a cold time,Everyone’s dreams have died,Carnage,2021,Nick Cave & Warren Ellis
Old Time,Into a cold time,Everyone’s dreams have died,"Wherever you’ve gone, darling",Carnage,2021,Nick Cave & Warren Ellis
Old Time,Everyone’s dreams have died,"Wherever you’ve gone, darling",I’m not that far behind,Carnage,2021,Nick Cave & Warren Ellis
Old Time,"Wherever you’ve gone, darling",I’m not that far behind,,Carnage,2021,Nick Cave & Warren Ellis
Old Time,I’m not that far behind,,By the side of the road is a thing with horns,Carnage,2021,Nick Cave & Warren Ellis
Old Time,,By the side of the road is a thing with horns,Steps back into the trees,Carnage,2021,Nick Cave & Warren Ellis
Old Time,By the side of the road is a thing with horns,Steps back into the trees,And a child is born,Carnage,2021,Nick Cave & Warren Ellis
Old Time,Steps back into the trees,And a child is born,Upon this trembling earth,Carnage,2021,Nick Cave & Warren Ellis
Old Time,And a child is born,Upon this trembling earth,Displays each day,Carnage,2021,Nick Cave & Warren Ellis
Old Time,Upon this trembling earth,Displays each day,Thrown across the hallucination of your hair,Carnage,2021,Nick Cave & Warren Ellis
Old Time,Displays each day,Thrown across the hallucination of your hair,"A strip of ordinary sun, a biblical sun",Carnage,2021,Nick Cave & Warren Ellis
Old Time,Thrown across the hallucination of your hair,"A strip of ordinary sun, a biblical sun","A colonial sun, an enlightened sun",Carnage,2021,Nick Cave & Warren Ellis
Old Time,"A strip of ordinary sun, a biblical sun","A colonial sun, an enlightened sun",The same sun,Carnage,2021,Nick Cave & Warren Ellis
Old Time,"A colonial sun, an enlightened sun",The same sun,Made always glorious at your head,Carnage,2021,Nick Cave & Warren Ellis
Old Time,The same sun,Made always glorious at your head,"Well, we stop at a motel and go jumping into bed",Carnage,2021,Nick Cave & Warren Ellis
Old Time,Made always glorious at your head,"Well, we stop at a motel and go jumping into bed",Just like the old times,Carnage,2021,Nick Cave & Warren Ellis
Old Time,"Well, we stop at a motel and go jumping into bed",Just like the old times,"Wherever you are, darling, I’m not that far behind",Carnage,2021,Nick Cave & Warren Ellis
Old Time,Just like the old times,"Wherever you are, darling, I’m not that far behind",,Carnage,2021,Nick Cave & Warren Ellis
Old Time,"Wherever you are, darling, I’m not that far behind",,A lunatic beauty under a watery moon,Carnage,2021,Nick Cave & Warren Ellis
Old Time,,A lunatic beauty under a watery moon,You’re melting by the motel swimming pool,Carnage,2021,Nick Cave & Warren Ellis
Old Time,A lunatic beauty under a watery moon,You’re melting by the motel swimming pool,By the Time I Get to Phoenix on the radio,Carnage,2021,Nick Cave & Warren Ellis
Old Time,You’re melting by the motel swimming pool,By the Time I Get to Phoenix on the radio,Your moon to my shooting star,Carnage,2021,Nick Cave & Warren Ellis
Old Time,By the Time I Get to Phoenix on the radio,Your moon to my shooting star,I’m throwing my bags in the back of the car,Carnage,2021,Nick Cave & Warren Ellis
Old Time,Your moon to my shooting star,I’m throwing my bags in the back of the car,Just like the old times,Carnage,2021,Nick Cave & Warren Ellis
Old Time,I’m throwing my bags in the back of the car,Just like the old times,"Just like old times, baby",Carnage,2021,Nick Cave & Warren Ellis
Old Time,Just like the old times,"Just like old times, baby",And I’m not coming back this time,Carnage,2021,Nick Cave & Warren Ellis
Old Time,"Just like old times, baby",And I’m not coming back this time,"Like the old days, darling",Carnage,2021,Nick Cave & Warren Ellis
Old Time,And I’m not coming back this time,"Like the old days, darling",Like the old days,Carnage,2021,Nick Cave & Warren Ellis
Old Time,"Like the old days, darling",Like the old days,I’m not coming back this time,Carnage,2021,Nick Cave & Warren Ellis
Old Time,Like the old days,I’m not coming back this time,Like the old times,Carnage,2021,Nick Cave & Warren Ellis
Old Time,I’m not coming back this time,Like the old times,Like old times,Carnage,2021,Nick Cave & Warren Ellis
Old Time,Like the old times,Like old times,"Wherever you are, darling, I’m not that far behind",Carnage,2021,Nick Cave & Warren Ellis
Old Time,Like old times,"Wherever you are, darling, I’m not that far behind",,Carnage,2021,Nick Cave & Warren Ellis
Carnage,,I always seem to be saying goodbye,And rolling through the mountains,Carnage,2021,Nick Cave & Warren Ellis
Carnage,I always seem to be saying goodbye,And rolling through the mountains,Like a train,Carnage,2021,Nick Cave & Warren Ellis
Carnage,And rolling through the mountains,Like a train,My uncle’s at the chopping block,Carnage,2021,Nick Cave & Warren Ellis
Carnage,Like a train,My uncle’s at the chopping block,Turning chickens into fountains,Carnage,2021,Nick Cave & Warren Ellis
Carnage,My uncle’s at the chopping block,Turning chickens into fountains,I’m a barefoot child,Carnage,2021,Nick Cave & Warren Ellis
Carnage,Turning chickens into fountains,I’m a barefoot child,Watching in the rain,Carnage,2021,Nick Cave & Warren Ellis
Carnage,I’m a barefoot child,Watching in the rain,That stepped into this song,Carnage,2021,Nick Cave & Warren Ellis
Carnage,Watching in the rain,That stepped into this song,Taken a bow and stepped right out again,Carnage,2021,Nick Cave & Warren Ellis
Carnage,That stepped into this song,Taken a bow and stepped right out again,I’m sitting on the balcony,Carnage,2021,Nick Cave & Warren Ellis
Carnage,Taken a bow and stepped right out again,I’m sitting on the balcony,Reading Flannery O’Connor,Carnage,2021,Nick Cave & Warren Ellis
Carnage,I’m sitting on the balcony,Reading Flannery O’Connor,With a pencil and a plan,Carnage,2021,Nick Cave & Warren Ellis
Carnage,Reading Flannery O’Connor,With a pencil and a plan,This song is like a rain cloud,Carnage,2021,Nick Cave & Warren Ellis
Carnage,With a pencil and a plan,This song is like a rain cloud,That keeps circling overhead,Carnage,2021,Nick Cave & Warren Ellis
Carnage,This song is like a rain cloud,That keeps circling overhead,Here it comes around again,Carnage,2021,Nick Cave & Warren Ellis
Carnage,That keeps circling overhead,Here it comes around again,And it’s only love,Carnage,2021,Nick Cave & Warren Ellis
